iter	Passed	Remaining
1660	403212	82293
1661	403378	82034
1662	403548	81777
1663	403722	81520
1664	403876	81260
1665	404065	81007
1666	404321	80767
1667	404452	80502
1668	404597	80240
1669	404773	79985
1670	404940	79728
1671	405648	79577
1672	405958	79347
1673	406297	79123
1674	406608	78894
1675	407021	78684
1676	407396	78466
1677	407772	78249
1678	408189	78039
1679	408640	77836
1680	408980	77611
1681	409415	77404
1682	409808	77189
1683	410163	76966
1684	410468	76734
1685	410899	76525
1686	411286	76308
1687	411659	76088
1688	412089	75879
1689	412536	75672
1690	412877	75445
1691	413206	75217
1692	413599	75000
1693	413993	74782
1694	414347	74558
1695	414671	74327
1696	415069	74110
1697	415443	73889
1698	415767	73658
1699	416148	73437
1700	416504	73212
1701	416881	72991
1702	417294	72775
1703	417654	72550
1704	417982	72319
1705	418341	72094
1706	418760	71878
1707	419143	71656
1708	419507	71431
1709	419852	71203
1710	420208	70976
1711	420609	70756
1712	420982	70532
1713	421345	70306
1714	421964	70122
1715	422269	69886
1716	422638	69660
1717	422947	69424
1718	423342	69202
1719	423664	68968
1720	424071	68748
1721	424367	68510
1722	424778	68289
1723	425062	68049
1724	425424	67821
1725	425825	67599
1726	426299	67388
1727	426612	67151
1728	426943	66918
1729	427363	66698
1730	427765	66475
1731	428103	66242
1732	428481	66015
1733	428799	65778
1734	429070	65535
1735	429419	65303
1736	429740	65067
1737	430118	64839
1738	430507	64613
1739	430863	64381
1740	431184	64145
1741	431538	63913
1742	431909	63683
1743	432187	63440
1744	432510	63203
1745	432925	62979
1746	433289	62748
1747	433634	62514
1748	434018	62286
1749	434338	62048
1750	434737	61821
1751	435176	61600
1752	435526	61366
1753	435782	61118
1754	436265	60903
1755	436637	60671
1756	437000	60438
1757	437392	60209
1758	437718	59971
1759	438045	59733
1760	438417	59501
1761	438661	59251
1762	438818	58990
1763	438961	58727
1764	439134	58468
1765	439288	58206
1766	439424	57943
1767	439574	57681
1768	439717	57419
1769	439856	57156
1770	440010	56895
1771	440161	56634
1772	440280	56369
1773	440403	56105
1774	440570	55847
1775	440710	55585
1776	440896	55329
1777	441037	55067
1778	441183	54806
1779	441339	54547
1780	441479	54286
1781	441618	54025
1782	441730	53760
1783	441904	53504
1784	442048	53243
1785	442200	52984
1786	442320	52722
1787	442434	52458
1788	442585	52199
1789	442751	51942
1790	442880	51681
1791	443000	51419
1792	443119	51157
1793	443276	50900
1794	443444	50644
1795	443568	50383
1796	443696	50122
1797	443836	49863
1798	443976	49604
1799	444108	49345
1800	444231	49084
1801	444389	48828
1802	444548	48572
1803	444703	48315
1804	444827	48056
1805	444970	47798
1806	445114	47541
1807	445261	47284
1808	445379	47024
1809	445520	46767
1810	445671	46511
1811	445855	46258
1812	445999	46002
1813	446139	45745
1814	446285	45489
1815	446460	45236
1816	446605	44980
1817	446808	44729
1818	446949	44473
1819	447095	44218
1820	447261	43964
1821	447407	43709
1822	447575	43456
1823	447737	43202
1824	447913	42950
1825	448091	42698
1826	448263	42446
1827	448423	42193
1828	448603	41941
1829	448750	41687
1830	448929	41435
1831	449078	41181
1832	449189	40924
1833	449323	40669
1834	449472	40415
1835	449618	40161
1836	449743	39906
1837	449889	39652
1838	450041	39400
1839	450176	39145
1840	450317	38892
1841	450468	38639
1842	450624	38387
1843	450777	38135
1844	450916	37881
1845	451049	37628
1846	451162	37372
1847	451300	37119
1848	451452	36868
1849	451607	36616
1850	451719	36362
1851	451848	36108
1852	452005	35858
1853	452147	35605
1854	452280	35353
1855	452448	35103
1856	452564	34850
1857	452700	34598
1858	452839	34346
1859	452973	34094
1860	453126	33844
1861	453266	33593
1862	453401	33341
1863	453549	33091
1864	453672	32839
1865	453815	32589
1866	453935	32337
1867	454054	32085
1868	454181	31833
1869	454335	31584
1870	454448	31332
1871	454577	31082
1872	454736	30833
1873	454882	30584
1874	455055	30337
1875	455205	30088
1876	455346	29838
1877	455477	29589
1878	455604	29339
1879	455742	29089
1880	455889	28841
1881	456024	28592
1882	456149	28342
1883	456280	28093
1884	456396	27843
1885	456551	27596
1886	456699	27348
1887	456865	27102
1888	457006	26854
1889	457116	26604
1890	457257	26356
1891	457402	26109
1892	457558	25863
1893	457728	25617
1894	457869	25370
1895	457966	25120
1896	458093	24872
1897	458208	24624
1898	458329	24376
1899	458494	24131
1900	458640	23885
1901	458756	23637
1902	458887	23390
1903	459025	23144
1904	459159	22897
1905	459306	22652
1906	459423	22405
1907	459574	22159
1908	459723	21914
1909	459872	21669
1910	460011	21423
1911	460168	21179
1912	460284	20932
1913	460430	20688
1914	460560	20442
1915	460707	20198
1916	460852	19953
1917	460993	19708
1918	461137	19464
1919	461274	19219
1920	461421	18975
1921	461547	18730
1922	461701	18487
1923	461846	18243
1924	461973	17998
1925	462095	17754
1926	462246	17511
1927	462372	17267
1928	462523	17023
1929	462639	16779
1930	462760	16535
1931	462896	16292
1932	463032	16049
1933	463180	15806
1934	463319	15563
1935	463465	15321
1936	463589	15078
1937	463722	14835
1938	463835	14592
1939	463973	14349
1940	464099	14107
1941	464239	13865
1942	464362	13622
1943	464497	13380
1944	464656	13139
1945	464793	12897
1946	464908	12655
1947	465063	12414
1948	465180	12172
1949	465299	11930
1950	465435	11689
1951	465583	11448
1952	465742	11208
1953	465879	10967
1954	466023	10726
1955	466174	10486
1956	466336	10246
1957	466486	10006
1958	466627	9766
1959	466744	9525
1960	466891	9285
1961	467029	9045
1962	467134	8804
1963	467274	8565
1964	467414	8325
1965	467571	8086
1966	467711	7846
1967	467855	7607
1968	467989	7368
1969	468142	7129
1970	468288	6890
1971	468428	6651
1972	468592	6412
1973	468731	6173
1974	468868	5935
1975	469023	5696
1976	469166	5458
1977	469283	5219
1978	469429	4981
1979	469574	4743
1980	469730	4505
1981	469843	4266
1982	469998	4029
1983	470157	3791
1984	470294	3553
1985	470436	3316
1986	470588	3078
1987	470745	2841
1988	470862	2604
1989	471000	2366
1990	471129	2129
1991	471281	1892
1992	471423	1655
1993	471537	1418
1994	471690	1182
1995	471832	945
1996	471959	709
1997	472086	472
1998	472218	236
1999	472351	0
