iter	RMSE
116	0.8456036929
117	0.8454974652
118	0.8453201777
119	0.8451673075
120	0.8449681763
121	0.8449267735
122	0.8447151512
123	0.8446358178
124	0.8445614333
125	0.8443368803
126	0.8440375599
127	0.8438077134
128	0.8436979421
129	0.84344833
130	0.8432991542
131	0.8431359059
132	0.8430244677
133	0.842672065
134	0.8425204097
135	0.8423933484
136	0.8422154839
137	0.8420414081
138	0.8418750149
139	0.8417147085
140	0.8416006673
141	0.8414496818
142	0.8412794146
143	0.8409732284
144	0.8407734717
145	0.840570955
146	0.8404647685
147	0.8402639886
148	0.8400895222
149	0.8398901195
150	0.8397119564
151	0.8395130042
152	0.8392493161
153	0.8391053427
154	0.8389107385
155	0.8388396532
156	0.8387206333
157	0.8384795616
158	0.8383014633
159	0.8380402791
160	0.8378621161
161	0.8376215211
162	0.8374216872
163	0.8372565876
164	0.8372185017
165	0.8371528371
166	0.8370318737
167	0.836835465
168	0.8366764449
169	0.8365417491
170	0.8364008665
171	0.8363102919
172	0.8362102363
173	0.8360097614
174	0.8358979639
175	0.8358516777
176	0.8357450644
177	0.8355855164
178	0.8354665613
179	0.8353903935
180	0.8351895702
181	0.8349704373
182	0.8348318155
183	0.834753611
184	0.834692026
185	0.8345417043
186	0.834438121
187	0.8343220631
188	0.8341913276
189	0.8340876568
190	0.8338360944
191	0.833591185
192	0.8334299971
193	0.8333035757
194	0.8332526728
195	0.8330826305
196	0.8329509779
197	0.8327415248
198	0.8325413412
199	0.8323676463
200	0.8321565438
201	0.8320887665
202	0.8319741627
203	0.8318144622
204	0.8317739011
205	0.8317222392
206	0.8316209733
207	0.8314852657
208	0.8313654055
209	0.8312226139
210	0.8310801166
211	0.8309147417
212	0.8307890146
213	0.8307310611
214	0.8305964983
215	0.8304144405
216	0.8303618111
217	0.8301406107
218	0.8299137279
219	0.8297357033
220	0.8296988756
221	0.8295584977
222	0.8293987579
223	0.8292210608
224	0.8291251854
225	0.8288874907
226	0.8287224205
227	0.8286393584
228	0.8285409687
229	0.8283300557
230	0.8282689868
231	0.8280856793
232	0.8278957688
233	0.8278475102
234	0.8277125491
235	0.8276062436
236	0.8274451834
237	0.8272813355
238	0.8271894854
239	0.8270558212
240	0.827005808
241	0.826887531
242	0.8267394053
243	0.8266394922
244	0.8264178991
245	0.8262709849
246	0.8260171609
247	0.8258424352
248	0.8257457587
249	0.8257355524
250	0.8256626152
251	0.8255563291
252	0.8253497147
253	0.8252792768
254	0.8251555293
255	0.8249736397
256	0.8249621351
257	0.824835262
258	0.8246533328
259	0.8244576562
260	0.8243088301
261	0.8241968761
262	0.8240681734
263	0.8238710272
264	0.8237534741
265	0.8234877718
266	0.8233649966
267	0.8232247731
268	0.8231626728
269	0.8231087007
270	0.8230638513
271	0.8230014849
272	0.8229284792
273	0.8228583173
274	0.8227595126
275	0.8226251994
276	0.8224357505
277	0.8223376042
278	0.8222830419
279	0.8221147641
280	0.821963104
281	0.8217110061
282	0.8216507226
283	0.8215658867
284	0.8214627437
285	0.8213112612
286	0.8211966463
287	0.8209893097
288	0.820801699
289	0.8206413758
290	0.8205036032
291	0.8203357499
292	0.8201626716
293	0.8201080414
294	0.8199781897
295	0.8196730671
296	0.8194932239
297	0.8194213041
298	0.8192984775
299	0.8191850447
300	0.819143707
301	0.8190366358
302	0.8189156249
303	0.8188389782
304	0.818728187
305	0.8186031441
306	0.8184456917
307	0.8183831909
308	0.8183035202
309	0.8181212355
310	0.8179599156
311	0.8177146706
312	0.8175174892
313	0.8173595113
314	0.8171666158
315	0.8170499791
316	0.8169220458
317	0.8168452727
318	0.8167333443
319	0.8166170302
320	0.8165419294
321	0.8165094034
322	0.8164300792
323	0.8163168543
324	0.8162359057
325	0.8161656817
326	0.8160267878
327	0.8159573508
328	0.8159150731
329	0.8157410093
330	0.8155673261
331	0.8154283827
332	0.8152824334
333	0.8151139009
334	0.8150010669
335	0.8149186819
336	0.8148264088
337	0.8147306192
338	0.8146654482
339	0.814537278
340	0.8144915372
341	0.8142634992
342	0.8141257903
343	0.8140267809
344	0.8139160153
345	0.8138252522
346	0.8136382084
347	0.8135011018
348	0.8133700993
349	0.8133376229
350	0.8131935118
351	0.8130777517
352	0.8129944219
353	0.812946316
354	0.8128299475
355	0.8127714811
356	0.812677693
357	0.8125895185
358	0.8125327094
359	0.8123704183
360	0.8121169729
361	0.8120002709
362	0.8119348551
363	0.81175436
364	0.8115767712
365	0.8114236246
366	0.8113250361
367	0.8111916738
368	0.8109978137
369	0.8108585186
370	0.8107870566
371	0.810608728
372	0.810553408
373	0.8103524895
374	0.8102543715
375	0.8100806742
376	0.8099938136
377	0.8098633551
378	0.8097486598
379	0.8096162311
380	0.8094267009
381	0.809265417
382	0.8092002704
383	0.8089652108
384	0.8088873663
385	0.8087724999
386	0.8086779726
387	0.8085381157
388	0.8083459601
389	0.8082610449
390	0.8081493743
391	0.8080082092
392	0.8079141533
393	0.8077233041
394	0.8076032657
395	0.8075357566
396	0.8074122254
397	0.8072620587
398	0.8071024161
399	0.806904277
400	0.8067254475
401	0.8066875565
402	0.8065971754
403	0.8065353385
404	0.8064463024
405	0.8063667637
406	0.8061727572
407	0.8060747457
408	0.80595584
409	0.8058320019
410	0.8057692269
411	0.8056213271
412	0.805541122
413	0.8054832015
414	0.8054217654
415	0.8052763611
416	0.8051520051
417	0.804976269
418	0.8049011366
419	0.8048013402
420	0.8046014796
421	0.8045038855
422	0.8043956486
423	0.8042554866
424	0.8041234722
425	0.8039747588
426	0.8038943436
427	0.8038140898
428	0.8037095799
429	0.8036204634
430	0.803538131
431	0.803427886
432	0.8033612274
433	0.8032628098
434	0.8031565856
435	0.8029822633
436	0.8027844287
437	0.8026562905
438	0.8025933678
439	0.8024636157
440	0.8022770852
441	0.8021606142
442	0.8020045682
443	0.8018589738
444	0.8017610513
445	0.801685008
446	0.8016684713
447	0.8015243922
448	0.801392862
449	0.8012252738
450	0.8011163656
451	0.800939694
452	0.8008784887
453	0.8007836937
454	0.8007013406
455	0.800566705
456	0.8004939592
457	0.8004018794
458	0.8002868953
459	0.8000997451
460	0.7999646072
461	0.7998317147
462	0.7997015174
463	0.7995757085
464	0.7994880356
465	0.7993600142
466	0.799273007
467	0.7991400291
468	0.7990380675
469	0.7988743172
470	0.7987428767
471	0.7986898011
472	0.7986525629
473	0.7984622367
474	0.7983160824
475	0.798208477
476	0.7980870545
477	0.7980080026
478	0.7979060973
479	0.7977499942
480	0.797697468
481	0.7975406744
482	0.7973794496
483	0.7973291141
484	0.7972250425
485	0.7971440621
486	0.7970767696
487	0.7969761203
488	0.7969318449
489	0.7968265252
490	0.7967161681
491	0.7965375024
492	0.7964409446
493	0.7963117425
494	0.7962383326
495	0.7961808385
496	0.7959669674
497	0.795882928
498	0.7958323791
499	0.7957320466
500	0.7956148488
501	0.7955113402
502	0.795454619
503	0.795385201
504	0.795242124
505	0.7950432064
506	0.7949294022
507	0.7948453003
508	0.7947424205
509	0.7946205748
510	0.7945060627
511	0.794410463
512	0.7943375687
513	0.7942771173
514	0.794186994
515	0.7941060414
516	0.7939954386
517	0.7938537994
518	0.7938099951
519	0.7936848366
520	0.7936304873
521	0.7935182815
522	0.7934659094
523	0.7933179507
524	0.7930764593
525	0.7929575974
526	0.792870928
527	0.7927556869
528	0.7926701313
529	0.7925941595
530	0.7924476104
531	0.792392034
532	0.7922924291
533	0.7922300816
534	0.7921572268
535	0.7920726328
536	0.7919882192
537	0.791914919
538	0.791840109
539	0.7917922402
540	0.791705304
541	0.7916006849
542	0.7915079866
543	0.7913955045
544	0.7913527127
545	0.7912585029
546	0.7911372193
547	0.791076696
548	0.7909061593
549	0.7907770516
550	0.7905514099
551	0.7904382147
552	0.7903995896
553	0.7902815072
554	0.7901973244
555	0.7900804026
556	0.7899637415
557	0.7898364326
558	0.7897555678
559	0.7896757237
560	0.7895647449
561	0.789419493
562	0.7893283622
563	0.7892789295
564	0.7892207585
565	0.7890899967
566	0.7890399874
567	0.7889075806
568	0.7887941295
569	0.7886450154
570	0.7884974497
571	0.7884146058
572	0.7883610449
573	0.7882365352
574	0.7880971319
575	0.7879796864
576	0.7879375913
577	0.7879054498
578	0.7876845308
579	0.787547984
580	0.7874383846
581	0.7872718116
582	0.787149928
583	0.7870875674
584	0.7870230616
585	0.7869283953
586	0.786796529
587	0.7866736681
588	0.786599164
589	0.7865589252
590	0.7864214917
591	0.786369
592	0.7862611682
593	0.7860880157
594	0.7860321149
595	0.7859015544
596	0.7858137684
597	0.7856640555
598	0.7855737543
599	0.7854028751
600	0.7853498336
601	0.7852036465
602	0.7851463636
603	0.7850462442
604	0.784925605
605	0.7848690766
606	0.7847749548
607	0.7846745575
608	0.7845912911
609	0.7844701913
610	0.7844453931
611	0.7843335589
612	0.7843094129
613	0.7841936079
614	0.7841331642
615	0.7840220675
616	0.7839435254
617	0.7838796795
618	0.7838122321
619	0.7836705849
620	0.7836293454
621	0.7835445815
622	0.7834374585
623	0.7833395283
624	0.7832843846
625	0.7832224437
626	0.7831926405
627	0.7831393673
628	0.7829973217
629	0.7828369605
630	0.7827083551
631	0.7825831436
632	0.7825103359
633	0.7823827914
634	0.7823157222
635	0.7822596757
636	0.7821573431
637	0.7820969366
638	0.7820019535
639	0.781962912
640	0.7818758774
641	0.7817820028
642	0.7817521084
643	0.7816600049
644	0.7815650509
645	0.7814990636
646	0.7813221419
647	0.7812790528
648	0.7812091943
649	0.7811563989
650	0.781068862
651	0.7809167801
652	0.7808470733
653	0.7808137645
654	0.7807419728
655	0.7806940948
656	0.7805969799
657	0.7804765596
658	0.780378268
659	0.7803177488
660	0.7802472937
661	0.7801673194
662	0.7800811964
663	0.7799711514
664	0.7798765382
665	0.7797783734
666	0.7797416106
667	0.779672079
668	0.7795633832
669	0.7794252656
670	0.7793175618
671	0.7792244272
672	0.7791161856
673	0.7790575573
674	0.7789480083
675	0.7788485417
676	0.7787642629
677	0.7786316173
678	0.7786021753
679	0.7785216551
680	0.7784169508
681	0.7783132741
682	0.7781909887
683	0.7781131917
684	0.7779749335
685	0.7779154036
686	0.7778602576
687	0.7777918785
688	0.7776953946
689	0.7776660836
690	0.7775962456
691	0.7775235346
692	0.7774347461
693	0.7773031481
694	0.7772239647
695	0.7771023322
696	0.7770587969
697	0.777003154
698	0.7768267469
699	0.7767853905
700	0.7766824101
701	0.7766179977
702	0.7765015068
703	0.7764204408
704	0.7762991031
705	0.7762413285
706	0.7761281495
707	0.7760328998
708	0.7759512489
709	0.7758064221
710	0.7756930008
711	0.7755873824
712	0.7755317688
713	0.7754528625
714	0.7753527171
715	0.7752539654
716	0.7751718645
717	0.7751159871
718	0.7750304113
719	0.7748835756
720	0.7748067587
721	0.7746383756
722	0.7744420639
723	0.7743679169
724	0.7742725882
725	0.7741792034
726	0.7740160301
727	0.7739179382
728	0.7738578181
729	0.7738068989
730	0.7737269806
731	0.7736257808
732	0.7735773962
733	0.7735309076
734	0.7734074571
735	0.7733620093
736	0.7732043039
737	0.7730881844
738	0.7730128925
739	0.7729530501
740	0.7728841393
741	0.7727106734
742	0.7726799588
743	0.7726106967
744	0.7725136629
745	0.7724057989
746	0.7723129449
747	0.7722180576
748	0.7720953179
749	0.7719806732
750	0.7718732964
751	0.7717808552
752	0.7716943303
753	0.7716424356
754	0.7716254892
755	0.7715843412
756	0.7714675174
757	0.7712928046
758	0.7712333317
759	0.7711697236
760	0.7711291107
761	0.770974392
762	0.7709258369
763	0.7708342814
764	0.7707719911
765	0.7706201788
766	0.7705904928
767	0.7705185985
768	0.7704195652
769	0.7702820022
770	0.77009752
771	0.7700010135
772	0.7699032179
773	0.7698125799
774	0.7697167317
775	0.7696506847
776	0.7695705353
777	0.7694161311
778	0.7692897337
779	0.7691176176
780	0.7689867961
781	0.768933794
782	0.7688119273
783	0.7687485059
784	0.7685132582
785	0.7684326865
786	0.7683442719
787	0.7682230438
788	0.7681003023
789	0.7680778691
790	0.7679716462
791	0.7678862062
792	0.7677446967
793	0.7676638971
794	0.7675560135
795	0.7674921015
796	0.7674338262
797	0.7673312058
798	0.7672927339
799	0.7671847421
800	0.7670618597
801	0.7669502274
802	0.7668579208
803	0.7668013738
804	0.7667023223
805	0.7665611554
806	0.7664633528
807	0.7664333994
808	0.76636068
809	0.7662250936
810	0.7661235357
811	0.7660564458
812	0.7659463087
813	0.7658634114
814	0.7657876614
815	0.7656532324
816	0.7655529206
817	0.7654855309
818	0.7654030624
819	0.7653351937
820	0.765183486
821	0.7651170031
822	0.7650079544
823	0.7649691413
824	0.7649018659
825	0.7647977086
826	0.7647474171
827	0.7647204663
828	0.7646674464
829	0.7646377981
830	0.764551391
831	0.7644494892
832	0.7643019951
833	0.764234821
834	0.7641448474
835	0.764023954
836	0.7638509849
837	0.7637764185
838	0.7637072662
839	0.7636593912
840	0.7635151333
841	0.7634123833
842	0.7633399436
843	0.7632573997
844	0.7631311039
845	0.7630737213
846	0.7629828038
847	0.7628775884
848	0.7627894368
849	0.7626834127
850	0.7625904599
851	0.7624809308
852	0.7623719254
853	0.7622290267
854	0.7621466439
855	0.7620400216
856	0.7619461203
857	0.7618756997
858	0.7618099258
859	0.761701045
860	0.76157416
861	0.7614749257
862	0.761428684
863	0.7612525637
864	0.7611581892
865	0.7611234481
866	0.7610717594
867	0.7609738401
868	0.7608607334
869	0.7608074984
870	0.7607365147
871	0.7607167886
872	0.7606201512
873	0.7604214228
874	0.7603563352
875	0.7602350195
876	0.7601984912
877	0.7601563541
878	0.7601153549
879	0.7600263247
880	0.7599831499
881	0.7599282072
882	0.7598329115
883	0.7597605611
884	0.7597121117
885	0.7596404337
886	0.7595451653
887	0.7595188404
888	0.7594227536
889	0.7593234725
890	0.7592476143
891	0.7591538367
892	0.7591394148
893	0.7590530794
894	0.7589702175
895	0.7589251763
896	0.7588504736
897	0.758761313
898	0.7586832234
899	0.7586215632
900	0.7585288493
901	0.7584858361
902	0.7583668061
903	0.7583425769
904	0.758248779
905	0.7582037771
906	0.7581239979
907	0.758018417
908	0.7578578767
909	0.7577818587
910	0.7577147304
911	0.7576392604
912	0.7575763538
913	0.7574458844
914	0.7573672215
915	0.7572704658
916	0.7572080781
917	0.7571172647
918	0.7570987831
919	0.7570346217
920	0.756923477
921	0.7568305175
922	0.7567647012
923	0.7567170742
924	0.7566646326
925	0.7565646127
926	0.7564909088
927	0.7563837748
928	0.7562956755
929	0.7561464531
930	0.7560722107
931	0.7559845812
932	0.7559394726
933	0.7557462148
934	0.7556598616
935	0.7555688365
936	0.755541684
937	0.7554593402
938	0.7553153712
939	0.7552205458
940	0.7551244868
941	0.7550024506
942	0.7549565737
943	0.7548718659
944	0.7548252629
945	0.7547201527
946	0.7545953572
947	0.7545388325
948	0.7544955364
949	0.754395348
950	0.7543134519
951	0.7542424628
952	0.754139701
953	0.7540640953
954	0.7539467576
955	0.7538964441
956	0.75383502
957	0.7537450474
958	0.7536065665
959	0.7535502386
960	0.7534676508
961	0.7533399055
962	0.7531721813
963	0.7530678987
964	0.752987
965	0.7529426011
966	0.75285172
967	0.7527851163
968	0.752674759
969	0.7526275625
970	0.7525805495
971	0.7524917801
972	0.7524245852
973	0.7523749921
974	0.7523136915
975	0.7522243762
976	0.7521258573
977	0.7520738611
978	0.7519606073
979	0.7518669166
980	0.7517721031
981	0.7517391992
982	0.7516744553
983	0.7515454454
984	0.7514214555
985	0.7513260176
986	0.7512653899
987	0.751229643
988	0.7511794575
989	0.751087599
990	0.7510229166
991	0.7509633204
992	0.750867538
993	0.7507862759
994	0.750741929
995	0.7507203786
996	0.750580031
997	0.7505120812
998	0.7504587468
999	0.7504184299
1000	0.7503750072
1001	0.7503558675
1002	0.7502843897
1003	0.7501883753
1004	0.7500192652
1005	0.7499142078
1006	0.749836907
1007	0.7497061913
1008	0.7496515795
1009	0.7495698015
1010	0.7495064307
1011	0.7493956541
1012	0.7493424726
1013	0.7491520461
1014	0.749077557
1015	0.7489832511
1016	0.7489204586
1017	0.748824189
1018	0.74876507
1019	0.748548106
1020	0.7484852614
1021	0.7484539246
1022	0.7483913584
1023	0.748308268
1024	0.7481839143
1025	0.7481009582
1026	0.7480348543
1027	0.7479630716
1028	0.7479079561
1029	0.7477831342
1030	0.7476832483
1031	0.7475750789
1032	0.7475211976
1033	0.7474665727
1034	0.747440554
1035	0.7473144964
1036	0.747259813
1037	0.7472115351
1038	0.7471755995
1039	0.7471585236
1040	0.7470868811
1041	0.7470379783
1042	0.7469674096
1043	0.7468475803
1044	0.7467609293
1045	0.7466894961
1046	0.7466307788
1047	0.74650292
1048	0.7464385523
1049	0.7463050569
1050	0.7462299284
1051	0.7461792867
1052	0.7461497635
1053	0.7460988228
1054	0.7460449819
1055	0.7459553835
1056	0.7459098355
1057	0.7458776947
1058	0.7457914495
1059	0.7457210161
1060	0.7456618335
1061	0.7455718712
1062	0.7454904028
1063	0.7454037308
1064	0.7453565359
1065	0.7452901553
1066	0.7452125917
1067	0.7451420625
1068	0.7450394216
1069	0.7449339524
1070	0.7448995942
1071	0.7448693522
1072	0.7447330781
1073	0.7446776058
1074	0.7446460952
1075	0.744569971
1076	0.7445162639
1077	0.7444189696
1078	0.7442706737
1079	0.7441869295
1080	0.7441575376
1081	0.7440626537
1082	0.7439147595
1083	0.7438578814
1084	0.7437926636
1085	0.7437299545
1086	0.7436482295
1087	0.7435804095
1088	0.7434734176
1089	0.7433857791
1090	0.7433199706
1091	0.7432491472
1092	0.7431407484
1093	0.7430723558
1094	0.7430190772
1095	0.7429421047
1096	0.7428444648
1097	0.7427345382
1098	0.7426685253
1099	0.7426347302
1100	0.7425229033
1101	0.7424471392
1102	0.7423289724
1103	0.7422933576
1104	0.7421601459
1105	0.7421027104
1106	0.7420341678
1107	0.741988121
1108	0.7419084127
1109	0.7418430142
1110	0.7417621824
1111	0.7417284316
1112	0.7416277354
1113	0.7415797608
1114	0.7414269811
1115	0.7413784167
1116	0.7413497487
1117	0.7412951303
1118	0.741241596
1119	0.7411526403
1120	0.7411168
1121	0.7409835848
1122	0.740928414
1123	0.7408321595
1124	0.7407290495
1125	0.7406564793
1126	0.7405939784
1127	0.7405256543
1128	0.7404592087
1129	0.7404061127
1130	0.7403429669
1131	0.7402639113
1132	0.740224722
1133	0.7401868784
1134	0.7399863448
1135	0.7399272751
1136	0.7398778669
1137	0.7398250291
1138	0.7397078995
1139	0.7396346977
1140	0.7396197242
1141	0.7395108604
1142	0.7394153248
1143	0.7393644216
1144	0.739316962
1145	0.7392513053
1146	0.7391998946
1147	0.739160595
1148	0.7390041129
1149	0.7389388251
1150	0.7388272641
1151	0.7387239732
1152	0.7386601107
1153	0.7385768053
1154	0.7384801552
1155	0.7383866485
1156	0.7382439123
1157	0.7381880696
1158	0.7381090896
1159	0.7380340257
1160	0.7379791247
1161	0.7378920117
1162	0.7378260833
1163	0.737765801
1164	0.7376939321
1165	0.7376086072
1166	0.7375358542
1167	0.7373584104
1168	0.7372995533
1169	0.7372185133
1170	0.7371558894
1171	0.7370786849
1172	0.7370274977
1173	0.7369542928
1174	0.7368948245
1175	0.7368491396
1176	0.7367576647
1177	0.7366852252
1178	0.7366233283
1179	0.7365689818
1180	0.7365110164
1181	0.7364605432
1182	0.7364165564
1183	0.7363986352
1184	0.7363213995
1185	0.736214741
1186	0.7361559836
1187	0.7360657041
1188	0.7360227813
1189	0.7358994
1190	0.7358601821
1191	0.735802518
1192	0.7357564561
1193	0.7356908626
1194	0.7355783061
1195	0.7355485138
1196	0.7354804695
1197	0.7353950567
1198	0.7353183819
1199	0.7352663406
1200	0.7350902319
1201	0.7350344069
1202	0.7349912886
1203	0.7348973266
1204	0.7348282939
1205	0.7347693594
1206	0.7346845653
1207	0.7346131011
1208	0.7345553119
1209	0.7345164953
1210	0.7344179572
1211	0.7343854787
1212	0.7342615221
1213	0.7342327693
1214	0.7342022298
1215	0.7341477226
1216	0.7340806517
1217	0.7339957158
1218	0.7338908711
1219	0.7338365605
1220	0.7337942051
1221	0.7337394131
1222	0.7336886099
1223	0.7336115123
1224	0.733529803
1225	0.7333545292
1226	0.7332469238
1227	0.7331875598
1228	0.7331300802
1229	0.7330746872
1230	0.7329557459
1231	0.7328344817
1232	0.7327890712
1233	0.732772102
1234	0.7326867883
1235	0.7326278762
1236	0.7325499137
1237	0.732496962
1238	0.7324676728
1239	0.7323936251
1240	0.7323079732
1241	0.7322601963
1242	0.7321660888
1243	0.7321263869
1244	0.7320883618
1245	0.7320592742
1246	0.731955743
1247	0.7318755757
1248	0.7317757677
1249	0.7317415233
1250	0.7316911484
1251	0.7315503105
1252	0.7314751287
1253	0.7314320752
1254	0.7314143858
1255	0.731369029
1256	0.7312598634
1257	0.7312144152
1258	0.7311893871
1259	0.7311060801
1260	0.7309437136
1261	0.7308680959
1262	0.7308109922
1263	0.7307372697
1264	0.7306469212
1265	0.7305679376
1266	0.7305261372
1267	0.7305128115
1268	0.7304279903
1269	0.7303533858
1270	0.7302710077
1271	0.7302081367
1272	0.730170635
1273	0.7301081179
1274	0.7300558804
1275	0.7299759318
1276	0.7299032044
1277	0.7298349782
1278	0.7297558196
1279	0.7296607809
1280	0.7296262903
1281	0.7295247668
1282	0.7294488891
1283	0.7294096873
1284	0.7292990352
1285	0.7292142961
1286	0.7291778571
1287	0.7290766747
1288	0.72900228
1289	0.7288648628
1290	0.7287928
1291	0.728738092
1292	0.7286838439
1293	0.7286097304
1294	0.7284980632
1295	0.7284335264
1296	0.7283803225
1297	0.7283082704
1298	0.7282816856
1299	0.7281427824
1300	0.7281010374
1301	0.7280265435
1302	0.7279759799
1303	0.7279302316
1304	0.7278956376
1305	0.7277874412
1306	0.7277347471
1307	0.7276511241
1308	0.7276058629
1309	0.7275957491
1310	0.7275246654
1311	0.7274384638
1312	0.7273261165
1313	0.7272942536
1314	0.7272415316
1315	0.727192665
1316	0.7270954716
1317	0.7270024072
1318	0.7269100918
1319	0.7268790013
1320	0.7267941238
1321	0.7267166041
1322	0.7266627211
1323	0.7266034296
1324	0.7265425559
1325	0.7265079707
1326	0.7264554204
1327	0.7264109696
1328	0.7263031899
1329	0.726265291
1330	0.7262355999
1331	0.7261865285
1332	0.7261194679
1333	0.7259731992
1334	0.7259410397
1335	0.7258497726
1336	0.7256886126
1337	0.7256145851
1338	0.7255638048
1339	0.7254879341
1340	0.7254603657
1341	0.7254037077
1342	0.7253680398
1343	0.7253311187
1344	0.7253099748
1345	0.7252591846
1346	0.7251958091
1347	0.7250975194
1348	0.7250558203
1349	0.7250047269
1350	0.7249562309
1351	0.7249059084
1352	0.724826591
1353	0.7248132273
1354	0.7247728287
1355	0.724671773
1356	0.7246104354
1357	0.7245787045
1358	0.7245317235
1359	0.7245165175
1360	0.7244444873
1361	0.7244023636
1362	0.7243234106
1363	0.7243022185
1364	0.7242423563
1365	0.7241749436
1366	0.7240554788
1367	0.7240194386
1368	0.7239282951
1369	0.7238775511
1370	0.7237380739
1371	0.7236562751
1372	0.7236217772
1373	0.7234817121
1374	0.7234374171
1375	0.7234025338
1376	0.7233370443
1377	0.7232828348
1378	0.7232315249
1379	0.7231728998
1380	0.7231114726
1381	0.7230564325
1382	0.7230153252
1383	0.7229646951
1384	0.7229458287
1385	0.7228878531
1386	0.7228659934
1387	0.7228112039
1388	0.7227505707
1389	0.7226804782
1390	0.7226248344
1391	0.7225795457
1392	0.7225400812
1393	0.722448817
1394	0.7224104379
1395	0.7223437189
1396	0.7222722791
1397	0.7222288578
1398	0.7221830378
1399	0.7221316071
1400	0.7221026799
1401	0.7219921937
1402	0.7219052259
1403	0.7218730514
1404	0.7218099576
1405	0.7217269255
1406	0.7216657705
1407	0.7215740222
1408	0.7214771987
1409	0.7214204156
1410	0.7213752339
1411	0.72131029
1412	0.7212544394
1413	0.7211505299
1414	0.7210557045
1415	0.7210010988
1416	0.7208855375
1417	0.7208306689
1418	0.7207879771
1419	0.7207346201
1420	0.7206931114
1421	0.7206141916
1422	0.7205889792
1423	0.7205594683
1424	0.720512166
1425	0.720369845
1426	0.7203411689
1427	0.7202175587
1428	0.7201844953
1429	0.7201010659
1430	0.7200391506
1431	0.7200113885
1432	0.7199603468
1433	0.7199094022
1434	0.7198519958
1435	0.7197333271
1436	0.7196262686
1437	0.7195603654
1438	0.7194954924
1439	0.7194372318
1440	0.7193287713
1441	0.7192481401
1442	0.7191520101
1443	0.7191073463
1444	0.7189857512
1445	0.7189433559
1446	0.718797823
1447	0.7187344835
1448	0.7186822691
1449	0.7186503669
1450	0.7185525765
1451	0.718489694
1452	0.7183601109
1453	0.7183077727
1454	0.7181952075
1455	0.7181261222
1456	0.718048906
1457	0.7179971757
1458	0.7179591111
1459	0.7178808491
1460	0.7177524517
1461	0.717687865
1462	0.7176211799
1463	0.7175914832
1464	0.7174017844
1465	0.7173686269
1466	0.7173089459
1467	0.7172294729
1468	0.7171450606
1469	0.7171062023
1470	0.7170285788
1471	0.7169429107
1472	0.7169242269
1473	0.7168823333
1474	0.7168523021
1475	0.7167941021
1476	0.7167286548
1477	0.7166393843
1478	0.7165778351
1479	0.7164737589
1480	0.7164283422
1481	0.7163763053
1482	0.7163160411
1483	0.7162234371
1484	0.7161372874
1485	0.7160913512
1486	0.7160572932
1487	0.7159951223
1488	0.7159372863
1489	0.7158641839
1490	0.7157895592
1491	0.7157248496
1492	0.7156020243
1493	0.7155204183
1494	0.7154848625
1495	0.7154306691
1496	0.7153926126
1497	0.7153538846
1498	0.7153182181
1499	0.7152579876
1500	0.7152435229
1501	0.7151999371
1502	0.7151261326
1503	0.7150799908
1504	0.7150185735
1505	0.7149807444
1506	0.7149411693
1507	0.7148358002
1508	0.7147525325
1509	0.7146921936
1510	0.7146636922
1511	0.7145843816
