iter	RMSE
1512	0.7145143368
1513	0.7144515792
1514	0.7144003231
1515	0.7143567778
1516	0.7143020119
1517	0.7142278498
1518	0.7141981424
1519	0.714162505
1520	0.7141054546
1521	0.7140358722
1522	0.7139585721
1523	0.7139192421
1524	0.7138854875
1525	0.7138269593
1526	0.7137499763
1527	0.7135752072
1528	0.7135165998
1529	0.7134773186
1530	0.7134125367
1531	0.713353899
1532	0.7132833642
1533	0.7132337375
1534	0.7131564321
1535	0.7130545846
1536	0.713024542
1537	0.7129630251
1538	0.7128993204
1539	0.7128469455
1540	0.7127921087
1541	0.7127127925
1542	0.7126219733
1543	0.7125321353
1544	0.7124288519
1545	0.7123846086
1546	0.7123337636
1547	0.7122350456
1548	0.7121701656
1549	0.7120806739
1550	0.7120174729
1551	0.7119543182
1552	0.7119044972
1553	0.7118342598
1554	0.7117551092
1555	0.7117267417
1556	0.711672694
1557	0.7115886061
1558	0.7115093768
1559	0.7114838997
1560	0.7113620493
1561	0.7112899814
1562	0.7112268228
1563	0.7111823001
1564	0.7110996459
1565	0.7110647998
1566	0.7110086836
1567	0.7109174215
1568	0.7108658111
1569	0.7107875137
1570	0.710709122
1571	0.7106827746
1572	0.7105499672
1573	0.7104209837
1574	0.7103710276
1575	0.7103260306
1576	0.7102120379
1577	0.7101350469
1578	0.7100969649
1579	0.7100589057
1580	0.710011396
1581	0.7099558118
1582	0.7098918186
1583	0.7098395794
1584	0.7097681592
1585	0.709687891
1586	0.7096100231
1587	0.7095286517
1588	0.7094809042
1589	0.7094374263
1590	0.7093979957
1591	0.7093411743
1592	0.7092452186
1593	0.7092000894
1594	0.7091498804
1595	0.7090945486
1596	0.7090394842
1597	0.708952124
1598	0.7088569595
1599	0.7088270889
1600	0.7087217386
1601	0.7086405875
1602	0.7085562449
1603	0.708421174
1604	0.7083132462
1605	0.7082477198
1606	0.7082137425
1607	0.7081660429
1608	0.7081114842
1609	0.708016695
1610	0.707903306
1611	0.7078435201
1612	0.7077634773
1613	0.7076900695
1614	0.7076756684
1615	0.7076220929
1616	0.7075487567
1617	0.7074994189
1618	0.7074365463
1619	0.7073376264
1620	0.7072577226
1621	0.707201856
1622	0.7071827621
1623	0.7070996966
1624	0.7070324372
1625	0.7069431551
1626	0.7068966487
1627	0.7068261329
1628	0.7067541282
1629	0.7066342371
1630	0.7065792599
1631	0.7065056874
1632	0.7064369934
1633	0.7063454242
1634	0.7062822009
1635	0.7061829926
1636	0.7061303782
1637	0.706112237
1638	0.7060384838
1639	0.7060337524
1640	0.7059969692
1641	0.7059510084
1642	0.7058823896
1643	0.7058238326
1644	0.7057811438
1645	0.7057244175
1646	0.7056401152
1647	0.7055615542
1648	0.7055273416
1649	0.7054838327
1650	0.7054532392
1651	0.7054083504
1652	0.705342067
1653	0.7052554498
1654	0.7051345662
1655	0.7051203418
1656	0.7050395793
1657	0.7049830142
1658	0.7049445863
1659	0.7048436462
1660	0.7047988067
1661	0.7047536839
1662	0.7047112889
1663	0.7046735999
1664	0.7046067581
1665	0.7045554451
1666	0.7044616683
1667	0.7044263988
1668	0.704389832
1669	0.7043165524
1670	0.7042722793
1671	0.7042352019
1672	0.7041047074
1673	0.7040127602
1674	0.7038677473
1675	0.7038083848
1676	0.7037172091
1677	0.7036822419
1678	0.7036437188
1679	0.703580424
1680	0.7034738758
1681	0.7032989454
1682	0.7032330498
1683	0.7032002343
1684	0.7031623737
1685	0.7030330591
1686	0.7029501678
1687	0.7028461381
1688	0.7027774048
1689	0.7027390114
1690	0.7026627118
1691	0.7026216821
1692	0.7025460318
1693	0.7024775551
1694	0.7023816668
1695	0.7023007392
1696	0.7022550116
1697	0.7021991325
1698	0.7021420811
1699	0.702080137
1700	0.7020664108
1701	0.7020016442
1702	0.701889709
1703	0.7018581557
1704	0.7017887504
1705	0.701722661
1706	0.7016392555
1707	0.7016104602
1708	0.7015207639
1709	0.7014526115
1710	0.701399451
1711	0.7013371587
1712	0.7012959867
1713	0.7012656962
1714	0.7011772178
1715	0.7010734681
1716	0.7010260207
1717	0.7009154118
1718	0.7008323237
1719	0.7008074935
1720	0.7007690707
1721	0.7007137506
1722	0.7006162973
1723	0.7005972337
1724	0.7005272267
1725	0.7004558492
1726	0.7004007397
1727	0.7003570164
1728	0.7003426389
1729	0.7001899974
1730	0.7000976536
1731	0.7000013792
1732	0.6999286498
1733	0.6998872619
1734	0.6998452936
1735	0.6998169318
1736	0.6997983068
1737	0.6997007228
1738	0.6995901443
1739	0.6995363964
1740	0.6994883176
1741	0.699470774
1742	0.6994230736
1743	0.6993765711
1744	0.6992682554
1745	0.699194243
1746	0.6991109999
1747	0.6989579658
1748	0.6989082033
1749	0.6987988695
1750	0.6987057561
1751	0.6986006014
1752	0.6985457688
1753	0.6985133923
1754	0.6984688941
1755	0.6984334966
1756	0.6984105437
1757	0.6983912889
1758	0.6983306498
1759	0.6983075025
1760	0.698257276
1761	0.6981726597
1762	0.6980661992
1763	0.6980265931
1764	0.697969968
1765	0.697955806
1766	0.6978314468
1767	0.6977821327
1768	0.6977037293
1769	0.697613442
1770	0.6975298317
1771	0.6974659832
1772	0.6973608288
1773	0.6972888842
1774	0.6971426287
1775	0.6970869243
1776	0.6969888018
1777	0.6968870097
1778	0.6968685233
1779	0.6968176217
1780	0.6967714004
1781	0.6967329257
1782	0.6966734035
1783	0.6966293223
1784	0.6965887135
1785	0.6964833877
1786	0.6964629086
1787	0.6964273833
1788	0.6963942237
1789	0.6963404135
1790	0.6962878736
1791	0.6962140885
1792	0.6961811031
1793	0.6961554542
1794	0.6959863951
1795	0.6959059687
1796	0.6958752107
1797	0.6958197006
1798	0.6957699689
1799	0.695718152
1800	0.6956758753
1801	0.6955567091
1802	0.6955078988
1803	0.695459273
1804	0.6954334898
1805	0.6953924782
1806	0.6953203273
1807	0.6952405153
1808	0.6951269838
1809	0.6950673092
1810	0.6950533603
1811	0.6950221804
1812	0.6949525702
1813	0.694894873
1814	0.6947749387
1815	0.6947322518
1816	0.694690021
1817	0.6946730019
1818	0.6945876675
1819	0.6945559728
1820	0.694456221
1821	0.6943999224
1822	0.6943344652
1823	0.694239911
1824	0.6941154675
1825	0.6940305815
1826	0.6940100603
1827	0.6939638109
1828	0.6938786353
1829	0.6937915744
1830	0.6936418077
1831	0.6936121493
1832	0.6935092389
1833	0.6934286606
1834	0.6933566148
1835	0.6932699866
1836	0.6931832931
1837	0.6931259262
1838	0.6930648218
1839	0.6929936682
1840	0.6929468819
1841	0.6929190958
1842	0.6928078039
1843	0.6927138026
1844	0.6926817924
1845	0.6926221591
1846	0.6925701107
1847	0.6925258569
1848	0.6924538892
1849	0.6923949824
1850	0.6923317515
1851	0.6923098519
1852	0.6921883974
1853	0.6920465312
1854	0.6920039051
1855	0.6919495554
1856	0.691866936
1857	0.6918072333
1858	0.691758558
1859	0.6917059387
1860	0.6916683719
1861	0.6916257403
1862	0.6915223002
1863	0.6914269133
1864	0.6913327172
1865	0.6912973211
1866	0.6912420547
1867	0.6911674429
1868	0.6911369832
1869	0.691060347
1870	0.6909944219
1871	0.6909354501
1872	0.6908841156
1873	0.6908323741
1874	0.690757359
1875	0.6906456787
1876	0.690617375
1877	0.6905534436
1878	0.6904771461
1879	0.6904129408
1880	0.6903281181
1881	0.6902659388
1882	0.6902337629
1883	0.6901859858
1884	0.6901629288
1885	0.6900194657
1886	0.6899540902
1887	0.6899061576
1888	0.6898579101
1889	0.6898120138
1890	0.6897620334
1891	0.6896916406
1892	0.6895950439
1893	0.6894946131
1894	0.6894606742
1895	0.6894067566
1896	0.6893765505
1897	0.6893208826
1898	0.6892764735
1899	0.6892344215
1900	0.6891912199
1901	0.6891525368
1902	0.6891239345
1903	0.6890338353
1904	0.6889601516
1905	0.6889177211
1906	0.68888406
1907	0.688820781
1908	0.6887487785
1909	0.6887275388
1910	0.6886893349
1911	0.6886489522
1912	0.6885886617
1913	0.6885171995
1914	0.6885015604
1915	0.6884579922
1916	0.6883929833
1917	0.6883650422
1918	0.6883261557
1919	0.6883071751
1920	0.688257906
1921	0.6882098343
1922	0.6881636329
1923	0.688105258
1924	0.6880271661
1925	0.6878931624
1926	0.6878025257
1927	0.6877667472
1928	0.6876952085
1929	0.6876495193
1930	0.6875903902
1931	0.687503027
1932	0.6874618042
1933	0.6874131491
1934	0.6873559263
1935	0.6872583284
1936	0.6871641403
1937	0.6870834266
1938	0.687070219
1939	0.6869663213
1940	0.6868917622
1941	0.6868491529
1942	0.6867912702
1943	0.6867510003
1944	0.6866307836
1945	0.6865781408
1946	0.6865262258
1947	0.6864916173
1948	0.6864499812
1949	0.6864069643
1950	0.686367052
1951	0.6863036256
1952	0.6862670688
1953	0.6861791857
1954	0.6861140376
1955	0.6860488596
1956	0.6860391615
1957	0.685948188
1958	0.6858414036
1959	0.6857847928
1960	0.6857341161
1961	0.6856738879
1962	0.6856503842
1963	0.6856231734
1964	0.6855791734
1965	0.6855198954
1966	0.6854853824
1967	0.6854478272
1968	0.6853782266
1969	0.6853359889
1970	0.6852623612
1971	0.6852095747
1972	0.6851580808
1973	0.6851216405
1974	0.6850814232
1975	0.6849798986
1976	0.6848737387
1977	0.6848134768
1978	0.6847541697
1979	0.6846998169
1980	0.6846205938
1981	0.684526496
1982	0.6844702808
1983	0.6844004073
1984	0.6843746815
1985	0.6843580171
1986	0.6842530676
1987	0.6842283348
1988	0.6841709287
1989	0.6841529472
1990	0.6840834761
1991	0.6840277552
1992	0.6839921931
1993	0.6839402831
1994	0.6839082637
1995	0.683867659
1996	0.6838025958
1997	0.6837253951
1998	0.6836417723
1999	0.6836037788
